Id,COW,SCHL,MAR,OCCP,POBP,WKHP,SEX,RAC1P,MIG,HICOV,LANP,PAOC,PINCP,PUBCOV,VPS,DEAR,MIL,MIGSP,FER,ENG,JWAP,JWDP,OC,FDEYEP
111554,6.0,19.0,5.0,5510.0,6.0,16.0,2.0,9.0,1.0,2.0,0.0,4.0,12500.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,155.0,97.0,0.0,0.0
111555,1.0,1.0,1.0,4130.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,21000.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,71.0,31.0,0.0,0.0
111556,1.0,17.0,1.0,5400.0,15.0,40.0,2.0,9.0,1.0,1.0,0.0,4.0,22000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,84.0,43.0,0.0,0.0
111557,1.0,21.0,5.0,4760.0,26.0,40.0,2.0,1.0,3.0,2.0,0.0,4.0,25500.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,108.0,59.0,0.0,0.0
111558,1.0,20.0,5.0,600.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,118000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,94.0,52.0,0.0,0.0
111559,7.0,23.0,2.0,3010.0,247.0,40.0,1.0,6.0,3.0,1.0,1960.0,0.0,134000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,115.0,73.0,0.0,0.0
111560,1.0,19.0,1.0,160.0,6.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,78.0,36.0,0.0,0.0
111561,6.0,21.0,5.0,2910.0,6.0,48.0,2.0,1.0,3.0,1.0,0.0,4.0,38000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,109.0,61.0,0.0,0.0
111562,1.0,16.0,5.0,4110.0,6.0,35.0,2.0,1.0,1.0,1.0,0.0,4.0,23000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,105.0,61.0,0.0,0.0
111563,2.0,1.0,5.0,9640.0,312.0,6.0,2.0,8.0,1.0,2.0,1200.0,4.0,21800.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,103.0,61.0,0.0,0.0
111564,3.0,17.0,5.0,9600.0,6.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,151.0,94.0,0.0,0.0
111565,7.0,21.0,1.0,800.0,6.0,50.0,2.0,1.0,1.0,1.0,0.0,2.0,115000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,106.0,61.0,0.0,0.0
111566,1.0,22.0,5.0,2640.0,209.0,40.0,1.0,6.0,1.0,1.0,2030.0,0.0,1500.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,106.0,55.0,0.0,1.0
111567,1.0,16.0,5.0,9645.0,6.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,31000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,88.0,43.0,0.0,1.0
111568,1.0,19.0,1.0,5740.0,6.0,50.0,2.0,8.0,3.0,1.0,1200.0,4.0,50000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,62.0,19.0,0.0,0.0
111569,1.0,19.0,1.0,4850.0,303.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,65000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,83.0,40.0,0.0,0.0
111570,1.0,21.0,1.0,1050.0,22.0,15.0,1.0,1.0,3.0,1.0,1675.0,0.0,60000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,90.0,43.0,0.0,0.0
111571,6.0,6.0,5.0,4230.0,303.0,50.0,2.0,8.0,1.0,2.0,1200.0,4.0,39000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,102.0,53.0,0.0,0.0
111572,1.0,19.0,1.0,9640.0,233.0,40.0,2.0,6.0,1.0,1.0,2910.0,4.0,30000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,214.0,125.0,0.0,0.0
111573,7.0,10.0,1.0,3602.0,205.0,20.0,2.0,6.0,1.0,1.0,1970.0,4.0,10800.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,103.0,60.0,0.0,0.0
111574,1.0,16.0,1.0,9620.0,23.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,37800.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,58.0,13.0,0.0,0.0
111575,2.0,17.0,1.0,5240.0,17.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,40000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,98.0,55.0,0.0,1.0
111576,3.0,20.0,5.0,2545.0,6.0,32.0,1.0,8.0,1.0,1.0,1200.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,127.0,73.0,0.0,0.0
111577,1.0,16.0,5.0,520.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,20000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,86.0,43.0,0.0,0.0
111578,1.0,19.0,3.0,5000.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,80000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,85.0,45.0,0.0,0.0
111579,6.0,19.0,1.0,9142.0,303.0,15.0,1.0,9.0,1.0,1.0,1200.0,0.0,23000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,127.0,79.0,0.0,0.0
111580,4.0,21.0,5.0,5860.0,8.0,40.0,2.0,1.0,1.0,1.0,1200.0,4.0,28000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,84.0,43.0,0.0,0.0
111581,5.0,19.0,1.0,8990.0,6.0,16.0,2.0,9.0,1.0,1.0,0.0,3.0,12000.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,76.0,25.0,0.0,0.0
111582,1.0,20.0,5.0,4522.0,25.0,42.0,2.0,1.0,3.0,1.0,0.0,4.0,68000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,118.0,67.0,0.0,0.0
111583,1.0,21.0,1.0,4760.0,6.0,37.0,2.0,1.0,1.0,1.0,0.0,4.0,147300.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,208.0,122.0,0.0,0.0
111584,1.0,19.0,1.0,10.0,6.0,47.0,1.0,1.0,1.0,1.0,0.0,0.0,140000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,95.0,52.0,0.0,0.0
111585,1.0,19.0,5.0,3630.0,6.0,40.0,1.0,6.0,1.0,1.0,0.0,0.0,28200.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,103.0,61.0,0.0,0.0
111586,1.0,15.0,4.0,8030.0,303.0,9.0,1.0,8.0,1.0,1.0,1200.0,0.0,65000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,75.0,31.0,0.0,0.0
111587,2.0,23.0,1.0,2100.0,303.0,40.0,2.0,8.0,1.0,1.0,1200.0,2.0,104000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,92.0,43.0,0.0,0.0
111588,1.0,16.0,5.0,4010.0,6.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,22000.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,66.0,25.0,0.0,0.0
111589,1.0,11.0,1.0,9620.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,53000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,193.0,115.0,0.0,0.0
111590,1.0,12.0,5.0,6050.0,6.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,14000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,193.0,115.0,0.0,1.0
111591,1.0,19.0,3.0,5940.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,58000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,100.0,55.0,0.0,0.0
111592,5.0,21.0,1.0,1240.0,40.0,45.0,1.0,9.0,1.0,1.0,0.0,0.0,36000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,88.0,43.0,0.0,0.0
111593,1.0,19.0,5.0,9640.0,6.0,40.0,2.0,8.0,1.0,1.0,0.0,4.0,23000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,104.0,55.0,0.0,1.0
111594,5.0,16.0,1.0,9130.0,12.0,12.0,2.0,2.0,3.0,1.0,0.0,4.0,19800.0,1.0,1.0,2.0,1.0,12.0,2.0,0.0,75.0,35.0,0.0,0.0
111595,1.0,16.0,3.0,9620.0,303.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,28000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,65.0,23.0,0.0,1.0
111596,5.0,19.0,5.0,6260.0,6.0,45.0,1.0,8.0,3.0,2.0,0.0,0.0,20000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,75.0,31.0,0.0,0.0
111597,1.0,16.0,1.0,6260.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,62000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,66.0,22.0,0.0,0.0
111598,1.0,19.0,2.0,4760.0,6.0,35.0,2.0,9.0,1.0,1.0,0.0,4.0,21000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,151.0,94.0,0.0,0.0
111599,3.0,21.0,1.0,3230.0,34.0,35.0,2.0,6.0,1.0,1.0,2000.0,3.0,140000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,124.0,77.0,0.0,1.0
111600,4.0,21.0,5.0,5400.0,6.0,40.0,2.0,8.0,1.0,1.0,0.0,4.0,63000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,88.0,43.0,0.0,1.0
111601,1.0,24.0,1.0,705.0,210.0,24.0,1.0,6.0,1.0,1.0,1350.0,0.0,362500.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,92.0,49.0,0.0,0.0
111602,1.0,16.0,1.0,5610.0,303.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,44600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,54.0,7.0,0.0,1.0
111603,1.0,19.0,5.0,5740.0,6.0,36.0,2.0,9.0,1.0,1.0,0.0,4.0,30000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,152.0,94.0,0.0,0.0
111604,1.0,22.0,1.0,9030.0,36.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,300000.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,204.0,115.0,0.0,0.0
111605,1.0,22.0,5.0,845.0,6.0,40.0,2.0,1.0,3.0,1.0,0.0,4.0,60000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,94.0,49.0,0.0,0.0
111606,6.0,15.0,1.0,2600.0,138.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,53000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,91.0,49.0,0.0,0.0
111607,1.0,16.0,1.0,9600.0,6.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,76.0,19.0,0.0,0.0
111608,1.0,16.0,5.0,4400.0,6.0,40.0,2.0,6.0,1.0,1.0,0.0,4.0,30000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,108.0,67.0,0.0,0.0
111609,1.0,16.0,5.0,6520.0,6.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,60000.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,55.0,16.0,0.0,0.0
111610,1.0,18.0,5.0,6540.0,6.0,50.0,1.0,8.0,1.0,2.0,1200.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,88.0,43.0,0.0,0.0
111611,1.0,16.0,3.0,9645.0,6.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,35000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,55.0,0.0,0.0
111612,3.0,21.0,1.0,2330.0,6.0,55.0,1.0,1.0,1.0,1.0,0.0,0.0,53000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,83.0,43.0,0.0,0.0
111613,1.0,16.0,5.0,4010.0,4.0,60.0,2.0,1.0,3.0,1.0,0.0,3.0,70000.0,1.0,0.0,2.0,4.0,6.0,2.0,0.0,196.0,118.0,0.0,0.0
111614,1.0,17.0,3.0,8740.0,233.0,40.0,2.0,6.0,1.0,1.0,0.0,4.0,67000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,172.0,101.0,0.0,0.0
111615,1.0,19.0,1.0,7200.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,69.0,25.0,0.0,0.0
111616,1.0,21.0,1.0,7340.0,303.0,50.0,1.0,8.0,1.0,2.0,1200.0,0.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,112.0,67.0,0.0,0.0
111617,3.0,20.0,5.0,3870.0,6.0,60.0,1.0,9.0,1.0,1.0,1200.0,0.0,90000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,94.0,43.0,0.0,0.0
111618,1.0,19.0,5.0,4040.0,6.0,25.0,1.0,6.0,1.0,1.0,1960.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,206.0,121.0,0.0,0.0
111619,1.0,17.0,3.0,9240.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,70.0,25.0,0.0,0.0
111620,1.0,15.0,5.0,4720.0,6.0,25.0,2.0,9.0,1.0,1.0,1200.0,4.0,3000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,97.0,55.0,0.0,1.0
111621,1.0,16.0,1.0,6305.0,315.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,77000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,78.0,31.0,0.0,0.0
111622,1.0,21.0,1.0,3255.0,315.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,80000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,74.0,31.0,0.0,0.0
111623,1.0,21.0,1.0,150.0,233.0,50.0,1.0,6.0,1.0,1.0,0.0,0.0,121500.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,105.0,58.0,0.0,0.0
111624,1.0,13.0,1.0,6050.0,34.0,30.0,1.0,1.0,3.0,2.0,1200.0,0.0,18000.0,2.0,0.0,2.0,4.0,42.0,0.0,2.0,86.0,43.0,0.0,0.0
111625,1.0,16.0,5.0,5860.0,6.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,40000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,110.0,67.0,0.0,0.0
111626,1.0,16.0,4.0,4020.0,6.0,40.0,2.0,9.0,3.0,1.0,0.0,4.0,30000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,61.0,19.0,0.0,0.0
111627,1.0,18.0,3.0,4010.0,42.0,45.0,2.0,1.0,1.0,1.0,0.0,4.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,109.0,70.0,0.0,0.0
111628,5.0,22.0,1.0,3255.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,219900.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,87.0,43.0,0.0,0.0
111629,3.0,22.0,1.0,2310.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,97000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,95.0,55.0,0.0,0.0
111630,1.0,23.0,5.0,4850.0,6.0,50.0,1.0,6.0,1.0,1.0,2050.0,0.0,511000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,101.0,58.0,0.0,0.0
111631,1.0,21.0,1.0,4920.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,17000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,107.0,66.0,0.0,0.0
111632,1.0,20.0,1.0,9030.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,65000.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,109.0,67.0,0.0,0.0
111633,1.0,20.0,5.0,4700.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,36000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,167.0,102.0,0.0,0.0
111634,1.0,21.0,5.0,1021.0,26.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,150000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,97.0,55.0,0.0,0.0
111635,6.0,6.0,1.0,4220.0,303.0,15.0,2.0,8.0,1.0,1.0,1200.0,4.0,10800.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,182.0,109.0,0.0,0.0
111636,1.0,12.0,5.0,7200.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,100.0,55.0,0.0,1.0
111637,4.0,21.0,5.0,800.0,242.0,40.0,1.0,6.0,1.0,1.0,2535.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,96.0,55.0,0.0,0.0
111638,1.0,21.0,5.0,20.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,179.0,103.0,0.0,0.0
111639,1.0,18.0,1.0,4200.0,6.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,137000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,113.0,73.0,0.0,1.0
111640,1.0,21.0,5.0,7700.0,205.0,40.0,2.0,6.0,1.0,1.0,2160.0,4.0,60000.0,2.0,0.0,2.0,4.0,0.0,2.0,3.0,85.0,43.0,0.0,0.0
111641,1.0,17.0,5.0,3930.0,303.0,80.0,1.0,8.0,3.0,1.0,1200.0,0.0,39500.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,92.0,48.0,0.0,0.0
111642,1.0,22.0,1.0,1021.0,231.0,40.0,1.0,6.0,3.0,1.0,1360.0,0.0,205000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,116.0,73.0,0.0,0.0
111643,6.0,15.0,1.0,6260.0,207.0,48.0,1.0,6.0,1.0,1.0,2050.0,0.0,45800.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,85.0,43.0,0.0,0.0
111644,1.0,21.0,5.0,3645.0,6.0,16.0,2.0,6.0,1.0,1.0,2050.0,4.0,2400.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,102.0,61.0,0.0,0.0
111645,1.0,21.0,1.0,440.0,207.0,30.0,2.0,6.0,1.0,1.0,2050.0,4.0,200000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,166.0,100.0,0.0,0.0
111646,1.0,18.0,1.0,410.0,6.0,10.0,2.0,1.0,1.0,1.0,0.0,4.0,76800.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,87.0,43.0,0.0,0.0
111647,3.0,22.0,1.0,630.0,6.0,24.0,2.0,1.0,1.0,1.0,0.0,4.0,24900.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,92.0,43.0,0.0,1.0
111648,1.0,20.0,1.0,3645.0,164.0,40.0,1.0,1.0,1.0,1.0,1250.0,0.0,73000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,103.0,55.0,0.0,0.0
111649,1.0,18.0,1.0,4710.0,19.0,60.0,1.0,1.0,1.0,1.0,0.0,0.0,98000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,87.0,45.0,0.0,0.0
111650,1.0,21.0,5.0,1910.0,48.0,40.0,1.0,3.0,1.0,1.0,0.0,0.0,146000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,91.0,40.0,0.0,0.0
111651,1.0,19.0,5.0,2004.0,6.0,40.0,2.0,8.0,3.0,1.0,1200.0,4.0,40000.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,71.0,31.0,0.0,0.0
111652,1.0,16.0,5.0,4020.0,6.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,2650.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,146.0,91.0,0.0,0.0
111653,2.0,20.0,1.0,7140.0,6.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,85000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,62.0,19.0,0.0,0.0
111654,1.0,16.0,4.0,7000.0,48.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,4200.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,89.0,49.0,0.0,0.0
111655,1.0,18.0,5.0,6441.0,6.0,40.0,1.0,8.0,1.0,1.0,0.0,0.0,42000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,72.0,32.0,0.0,1.0
111656,1.0,18.0,5.0,9620.0,41.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,14000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,36.0,0.0,0.0
111657,5.0,16.0,1.0,5550.0,233.0,40.0,1.0,6.0,1.0,2.0,2910.0,0.0,82600.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,272.0,145.0,0.0,1.0
111658,1.0,20.0,1.0,1545.0,247.0,40.0,1.0,6.0,1.0,1.0,1960.0,0.0,80000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,90.0,43.0,0.0,0.0
111659,2.0,20.0,1.0,3640.0,247.0,40.0,2.0,6.0,1.0,1.0,1960.0,4.0,35000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,97.0,55.0,0.0,0.0
111660,1.0,14.0,1.0,440.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,52.0,13.0,0.0,0.0
111661,1.0,23.0,5.0,800.0,207.0,50.0,2.0,9.0,1.0,1.0,1970.0,4.0,20000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,96.0,56.0,0.0,0.0
111662,1.0,19.0,1.0,8030.0,247.0,60.0,1.0,6.0,1.0,1.0,1960.0,0.0,56000.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,64.0,19.0,0.0,0.0
111663,1.0,16.0,1.0,6050.0,303.0,40.0,1.0,8.0,1.0,2.0,1200.0,0.0,44000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,68.0,28.0,0.0,0.0
111664,1.0,18.0,4.0,5710.0,6.0,40.0,2.0,1.0,1.0,1.0,1200.0,2.0,40000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,88.0,31.0,0.0,0.0
111665,1.0,21.0,5.0,51.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,252000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,104.0,61.0,0.0,0.0
111666,4.0,19.0,3.0,3602.0,6.0,20.0,2.0,1.0,1.0,1.0,0.0,4.0,37000.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,111.0,67.0,0.0,0.0
111667,1.0,19.0,1.0,3930.0,8.0,40.0,2.0,9.0,1.0,1.0,0.0,4.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,66.0,19.0,0.0,0.0
111668,1.0,17.0,1.0,9130.0,164.0,40.0,1.0,1.0,1.0,2.0,1260.0,0.0,42000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,74.0,31.0,0.0,0.0
111669,1.0,16.0,1.0,5740.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,42000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,80.0,39.0,0.0,0.0
111670,7.0,1.0,5.0,5740.0,312.0,30.0,2.0,1.0,1.0,1.0,1200.0,2.0,43200.0,2.0,0.0,2.0,4.0,0.0,2.0,3.0,85.0,43.0,0.0,1.0
111671,1.0,22.0,5.0,2320.0,51.0,45.0,2.0,1.0,1.0,1.0,0.0,4.0,16000.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,89.0,46.0,0.0,0.0
111672,1.0,20.0,5.0,1006.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,57000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,83.0,43.0,0.0,1.0
111673,1.0,17.0,1.0,310.0,6.0,20.0,2.0,1.0,1.0,1.0,0.0,2.0,8000.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,88.0,43.0,0.0,1.0
111674,6.0,21.0,1.0,1350.0,247.0,50.0,1.0,6.0,1.0,1.0,1960.0,0.0,389000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,88.0,37.0,0.0,0.0
111675,3.0,15.0,1.0,4220.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,54000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,68.0,27.0,0.0,1.0
111676,1.0,1.0,1.0,4600.0,303.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,40000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,105.0,65.0,0.0,0.0
111677,1.0,19.0,5.0,6515.0,6.0,35.0,1.0,8.0,1.0,1.0,1200.0,0.0,53000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,89.0,46.0,0.0,0.0
111678,7.0,18.0,1.0,4920.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,24000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,106.0,64.0,0.0,0.0
111679,6.0,21.0,5.0,5860.0,6.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,62000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,90.0,45.0,0.0,0.0
111680,1.0,16.0,5.0,4020.0,6.0,24.0,1.0,9.0,1.0,1.0,1200.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,183.0,110.0,0.0,0.0
111681,1.0,1.0,1.0,9130.0,211.0,30.0,2.0,6.0,1.0,1.0,2770.0,4.0,17500.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,121.0,73.0,0.0,0.0
111682,1.0,16.0,3.0,5160.0,211.0,40.0,2.0,6.0,1.0,1.0,2770.0,4.0,45000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,98.0,49.0,0.0,0.0
111683,6.0,16.0,5.0,4760.0,6.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,5000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,60.0,19.0,0.0,0.0
111684,3.0,22.0,1.0,2002.0,29.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,130000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,87.0,46.0,0.0,0.0
111685,1.0,16.0,5.0,4030.0,158.0,4.0,1.0,1.0,1.0,1.0,4500.0,0.0,12900.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,111.0,70.0,0.0,1.0
111686,6.0,14.0,5.0,4600.0,303.0,35.0,1.0,8.0,1.0,2.0,1200.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,232.0,133.0,0.0,0.0
111687,5.0,21.0,3.0,9830.0,26.0,50.0,2.0,1.0,1.0,1.0,0.0,4.0,30000.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,85.0,43.0,0.0,0.0
111688,6.0,15.0,1.0,7200.0,48.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,14400.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,174.0,98.0,0.0,1.0
111689,1.0,21.0,5.0,4700.0,4.0,55.0,1.0,1.0,1.0,1.0,0.0,0.0,110000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,51.0,0.0,0.0
